GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
79839       18   68715254   69171081      3       2  318     -0.16569       0.5658
220164      18   69401048   69849087      1       1  320      0.24745      0.40228
10666       18   69859459   69961787      1       1  321      -2.3781       0.9913
25914       18   70003804   70205726      2       1  319      -0.6571      0.74444
220158      18   70630519   70670875      1       1  323       1.5216      0.06406
644041      18   74315875   74359187      1       1  322      0.12349      0.45086
55628       18   74597870   75065672      1       1  322      0.42953      0.33377
10194       18   75210755   75289950      3       2  320      0.22753      0.41001
7776        18   76822561   76970732      1       1  322     -0.68317      0.75275
51298       19     362057     376703      1       1  320      0.97936       0.1637
400668      19     685546     695531      1       1  318     -0.80216      0.78877
390874      19    1753663    1775445      1       1  317     -0.58195       0.7197
8943        19    2100988    2151620      1       1  322      0.87469      0.19087
2788        19    2511220    2702748      1       1  321     -0.16884      0.56704
115196      19    2819874    2836735      1       1  319      -1.4622      0.92815
2769        19    3136032    3163769      1       1  318      -1.7727      0.96186
56926       19    3185877    3209575      1       1  319       1.3814     0.083576
4782        19    3359563    3469217      1       1  318      0.33392      0.36922
23217       19    3804024    3869029      2       1  318      0.91931      0.17897
56961       19    4278601    4290723      1       1  312      0.27927      0.39002
23030       19    4969112    5153598      2       1  323       2.4383    0.0073781
2528        19    5830626    5839753      1       1  315      0.60136       0.2738
718         19    6677835    6720682      1       1  321     0.029583       0.4882
10045       19    6752160    6767512      1       1  322       -1.194      0.88376
2015        19    6887549    6940453      3       2  322      0.32712      0.37179
3643        19    7112255    7294000      1       1  322      0.53059      0.29785
57192       19    7522610    7534009      1       1  307      -0.1197      0.54764
57662       19    7595902    7618310      2       1  318      0.86339      0.19396
10332       19    7763054    7770558      1       1  318      -1.3874      0.91734
115704      19    7830273    7864976      1       1  323    -0.049225      0.51963
5609        19    7903780    7914483      1       1  317     -0.20535      0.58135
6618        19    7920309    7923251      1       1  318     -0.11841      0.54713
84467       19    8065402    8149012      1       1  319      0.65959      0.25476
79603       19    8209329    8262421      1       1  308       1.7195      0.04276
51129       19    8364127    8374375      1       1  321     -0.93649      0.82549
9230        19    8390321    8404434      1       1  312      0.38381      0.35056
57153       19   10602445   10644559      1       1  323      -1.1702      0.87903
10498       19   10871577   10922775      1       1  320     -0.37041      0.64446
3949        19   11089362   11133830      2       1  322      0.32904      0.37106
9545        19   11322046   11339668      1       1  321     -0.46941      0.68061
7620        19   11887786   11914551      1       1  321       1.7356      0.04132
90592       19   11925068   11950773      1       1  320     -0.71107      0.76148
101060181   19   12247244   12267038      1       1  323     -0.37293       0.6454
51710       19   12247244   12294899      1       1  323     -0.37293       0.6454
163050      19   12525370   12551542      1       1  319      0.32215      0.37367
84245       19   13764492   13774282      1       1  319       1.0016      0.15827
5989        19   13961530   14007514      1       1  316       0.4866      0.31327
84658       19   14619117   14674918      2       1  320      0.22391      0.41141
30817       19   14724170   14778541      1       1  323       1.2778      0.10066
6511        19   14950033   15010643      1       1  323      0.90467      0.18282
26539       19   15806957   15808759      1       1  322       1.3059     0.095792
84941       19   16134028   16158575      2       1  322     -0.13953      0.55548
58513       19   16355244   16472012      1       1  323      0.82576      0.20447
4650        19   17075779   17215277      1       1  321      0.60425      0.27284
93343       19   17405686   17425339      1       1  323      0.96417      0.16748
100130519   19   17435509   17448660      1       1  316        1.133      0.12861
23025       19   17601328   17688353      1       1  320      0.10179      0.45946
3594        19   18058995   18098986      1       1  318     -0.98017       0.8365
54858       19   18340582   18369953      1       1  308      0.47151      0.31864
8178        19   18442663   18522129      2       1  317       1.7819     0.037384
2657        19   18868546   18896144      1       1  320       0.3357      0.36855
10715       19   18868546   18896727      1       1  320       0.3357      0.36855
56242       19   19865830   19894449      1       1  321       0.4387      0.33044
91120       19   20004418   20039526      1       1  323     -0.65188      0.74276
7643        19   20077994   20121168      1       1  323       1.4478     0.073843
7562        19   21291160   21329439      1       1  322       1.2713      0.10181
7652        19   22752183   22784171      1       1  318      0.32783      0.37152
